"","PassengerId","Pclass","Sex","Zona","FamilyCat","Price_Per_Person","PriceCat","Age_imp","title","Embarked","AgeCat","Survived"
"1285",1285,"2","male","Desconeguda","sol",10.5,"mig",47,"Mr","S","adults",NA
"1286",1286,"3","male","Desconeguda","moderada",4.405,"baix",29,"Mr","S","adults",NA
"1287",1287,"1","female","C","petita",30,"alt",18,"Mrs","S","adolescents",NA
"1288",1288,"3","male","Desconeguda","sol",7.25,"baix",24,"Mr","Q","adults",NA
"1289",1289,"1","female","B","petita",26.4,"alt",48,"Mrs","C","adults",NA
"1290",1290,"3","male","Desconeguda","sol",7.775,"baix",22,"Mr","S","adults",NA
"1291",1291,"3","male","Desconeguda","sol",7.7333,"baix",31,"Mr","Q","adults",NA
"1292",1292,"1","female","C","sol",164.8667,"alt",30,"Miss","S","adults",NA
"1293",1293,"2","male","Desconeguda","petita",10.5,"mig",38,"Mr","S","adults",NA
"1294",1294,"1","female","Desconeguda","petita",29.7,"alt",22,"Miss","C","adults",NA
"1295",1295,"1","male","Desconeguda","sol",47.1,"alt",17,"Mr","S","adolescents",NA
"1296",1296,"1","male","D","petita",13.8604,"mig",43,"Mr","C","adults",NA
"1297",1297,"2","male","D","sol",13.8625,"mig",20,"Mr","C","adults",NA
"1298",1298,"2","male","Desconeguda","petita",5.25,"baix",23,"Mr","S","adults",NA
"1299",1299,"1","male","C","petita",70.5,"alt",50,"Mr","C","adults",NA
"1300",1300,"3","female","Desconeguda","sol",7.7208,"baix",22,"Miss","Q","adults",NA
"1301",1301,"3","female","Desconeguda","petita",4.59166666666667,"baix",3,"Miss","S","nens",NA
"1302",1302,"3","female","Desconeguda","sol",7.75,"baix",22,"Miss","Q","adults",NA
"1303",1303,"1","female","C","petita",45,"alt",37,"Mrs","Q","adults",NA
"1304",1304,"3","female","Desconeguda","sol",7.775,"baix",28,"Miss","S","adults",NA
"1305",1305,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"1306",1306,"1","female","C","sol",108.9,"alt",39,"noble","C","adults",NA
"1307",1307,"3","male","Desconeguda","sol",7.25,"baix",38,"Mr","S","adults",NA
"1308",1308,"3","male","Desconeguda","sol",8.05,"baix",26,"Mr","S","adults",NA
"1309",1309,"3","male","Desconeguda","petita",7.45276666666667,"baix",10.5,"Master","C","adolescents",NA
